#fname,lname,Position,JerseyNumber,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck
K.J.,Britt,ILB,52,Auburn,6/4/1999,Right,239,6'1",Large,Skin6,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ryan,Succop,K,3,South Carolina,9/19/1986,Right,218,6'2",Normal,Skin1,Face2,No,Standard,FaceMask2,None,No,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Shaquil,Barrett,OLB,58,Florida State,11/17/1992,Right,250,6'2",Large,Skin6,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Joe,Tryon-Shoyinka,OLB,9,Washington,4/30/1999,Right,259,6'5",Large,Skin2,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Genard,Avery,OLB,59,Memphis,4/26/1995,Right,250,6'0",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Carl,Nassib,OLB,94,Penn State,4/12/1993,Right,275,6'7",Large,Skin1,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Anthony,Nelson,OLB,98,Iowa,3/4/1997,Right,271,6'7",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cam,Gill,OLB,49,USC,12/14/1997,Right,240,6'2",Large,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jake,Camarda,P,5,Georgia,4/20/1999,Right,195,6'1",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tom,Brady,QB,12,Michigan,8/3/1977,Right,225,6'4",Normal,Skin1,Face7,No,Standard,FaceMask3,None,Yes,No,Type3,None,Quarterback,None,None,HighWhite,None,Shoe3,Shoe3,None,None,
Blaine,Gabbert,QB,11,Missouri,10/15/1989,Right,235,6'4",Normal,Skin1,Face6,No,Revolution,FaceMask2,None,No,No,Type1,None,SingleBlack,SingleBlack,None,None,None,Shoe4,Shoe4,None,None,
Kyle,Trask,QB,2,Florida,3/6/1998,Right,236,6'5",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Mike,Edwards,SS,32,Kentucky,5/18/1996,Right,205,5'10",Normal,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Keanu,Neal,SS,22,Florida,7/26/1995,Right,211,6'0",Normal,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tristan,Wirfs,T,78,Iowa,1/24/1999,Right,345,6'5",ExtraLarge,Skin4,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Donovan,Smith,T,76,Penn State,6/23/1993,Right,338,6'6",ExtraLarge,Skin13,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Josh,Wells,T,72,James Madison,2/14/1991,Right,310,6'6",Large,Skin1,Face5,No,Revolution,FaceMask6,None,No,No,Team1,Team1,TapedSmall,TapedSmall,None,None,None,Shoe2,Shoe2,None,None,
Cade,Otton,TE,88,Washington,4/15/1999,Right,245,6'5",Large,Skin1,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cameron,Brate,TE,84,Harvard,7/3/1991,Right,235,6'5",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kyle,Rudolph,TE,8,Notre Dame,11/9/1989,Right,258,6'6",Normal,Skin9,Face7,No,Standard,FaceMask7,None,No,No,Team1,Team1,None,None,HighWhite,HighWhite,None,Shoe3,Shoe3,None,None,
Chris,Godwin,WR,14,Penn State,2/27/1996,Right,205,6'1",Normal,Skin4,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Mike,Evans,WR,13,Texas A&M,8/21/1993,Right,225,6'5",Normal,Skin9,Face7,No,Revolution,FaceMask3,None,Yes,No,Team3,Team3,NeopreneSmall,NeopreneSmall,None,None,None,Shoe6,Shoe6,None,None,
Julio,Jones,WR,6,Alabama,2/3/1989,Right,220,6'3",Normal,Skin14,Face6,No,Standard,FaceMask2,None,No,No,Team3,Team3,SingleBlack,SingleBlack,None,None,None,Shoe3,Shoe3,None,None,
Russell,Gage Jr,WR,17,USC,1/22/1996,Right,186,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Scotty,Miller,WR,10,South Carolina St,7/31/1997,Right,174,5'9",Normal,Skin1,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Breshad,Perriman,WR,16,Oklahoma,9/10/1993,Right,215,6'2",Normal,Skin6,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ryan,Jensen,C,66,Arizona State,5/27/1991,Right,310,6'4",ExtraLarge,Skin1,Face5,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Byron,Murphy Jr,CB,7,Washington,1/18/1998,Right,190,5'11",Normal,Skin18,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Antonio,Hamilton,CB,33,Florida State,1/24/1993,Right,188,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Marco,Wilson,CB,20,Florida,3/3/1999,Right,187,6'0",Normal,Skin4,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Josh,Jackson,CB,26,Iowa,4/3/1996,Right,196,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Christian,Matthew,CB,35,Penn State,10/26/1996,Right,195,6'2",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
J.J.,Watt,DE,99,Wisconsin,3/22/1989,Right,289,6'5",Large,Skin1,Face7,No,Standard,FaceMask6,None,No,No,Type1,Type1,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Zach,Allen,DE,94,Boston College,8/20/1997,Right,281,6'4",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trysten,Hill,DE,98,Tennessee,3/25/1998,Right,310,6'2",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jonathan,Ledbetter,DE,93,Georgia,9/12/1997,Right,280,6'4",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Leki,Fotu,DT,95,Utah,8/23/1998,Right,330,6'5",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Rashard,Lawrence,DT,90,Iowa,9/27/1998,Right,308,6'2",ExtraLarge,Skin3,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jalen,Thompson,FS,34,Midwestern State,7/18/1998,Right,190,5'11",Normal,Skin4,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Charles,Washington,FS,28,Fresno State,3/10/1993,Right,192,5'11",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Justin,Pugh,G,67,Syracuse,8/1/1990,Right,301,6'4",ExtraLarge,Skin1,Face4,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Will,Hernandez,G,76,UTEP,9/2/1995,Right,335,6'2",ExtraLarge,Skin10,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cody,Ford,G,72,Oklahoma,12/28/1996,Right,329,6'3",ExtraLarge,Skin3,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Lecitus,Smith,G,54,Virginia Tech,7/13/1998,Right,320,6'3",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Marquis,Hayes,G,78,Oklahoma,2/14/1999,Right,324,6'5",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
James,Conner,RB,6,Pittsburgh,5/5/1995,Right,233,6'1",Large,Skin18,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Darrel,Williams,RB,24,Notre Dame,4/15/1995,Right,224,6'0",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Keaontay,Ingram,RB,30,USC,10/26/1999,Right,215,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Corey,Clement,RB,23,Wisconsin,11/2/1994,Right,220,5'10",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Zaven,Collins,ILB,25,Tulsa,5/19/1999,Right,260,6'4",Large,Skin3,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kamu,Grugier-Hill,ILB,57,Eastern Michigan,5/16/1994,Right,230,6'2",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Nick,Vigil,ILB,59,Utah State,8/20/1993,Right,239,6'2",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ben,Niemann,ILB,56,Iowa,7/27/1995,Right,235,6'2",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tanner,Vallejo,ILB,51,Boise State,12/16/1994,Right,228,6'1",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Matt,Prater,K,5,Central Florida,8/10/1984,Right,195,5'10",Skinny,Skin1,Face7,No,Standard,FaceMask2,None,No,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Markus,Golden,OLB,44,Missouri,3/13/1991,Right,260,6'3",Large,Skin6,Face5,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dennis,Gardeck,OLB,45,Stanford,8/9/1994,Right,232,6'0",Large,Skin9,Face6,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cameron,Thomas,OLB,97,Florida State,1/7/2000,Right,267,6'4",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Myjai,Sanders,OLB,41,Cincinnati,7/12/1998,Right,255,6'5",Large,Skin14,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jesse,Luketa,OLB,43,Penn State,1/15/1999,Right,247,6'3",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Victor,Dimukeje,OLB,52,Duke,11/18/1999,Right,262,6'2",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Andy,Lee,P,14,Pittsburgh,8/11/1982,Right,180,6'2",Skinny,Skin1,Face2,No,Standard,FaceMask1,None,No,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kyler,Murray,QB,1,Oklahoma,8/7/1997,Right,207,5'10",Normal,Skin4,Face7,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Colt,McCoy,QB,12,Texas,9/5/1986,Right,215,6'1",Normal,Skin1,Face2,No,Revolution,FaceMask3,None,No,No,None,None,Quarterback,SingleWhite,None,None,None,Shoe6,Shoe6,None,None,
David,Blough,QB,17,Purdue,7/31/1995,Right,205,6'0",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Budda,Baker,SS,3,Washington,1/10/1996,Right,195,5'10",Normal,Skin12,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Isaiah,Simmons,SS,9,Clemson,7/26/1998,Right,238,6'4",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
D.J.,Humphries,T,74,Florida,12/28/1993,Right,307,6'5",ExtraLarge,Skin21,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kelvin,Beachum Jr,T,68,SMU,6/8/1989,Right,308,6'3",ExtraLarge,Skin6,Face14,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Josh,Jones,T,79,Houston,6/22/1997,Right,319,6'5",ExtraLarge,Skin5,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Zach,Ertz,TE,86,Stanford,11/10/1990,Right,250,6'5",Normal,Skin1,Face15,No,Revolution,FaceMask7,None,Yes,No,Team1,Team1,TapedSmall,TapedSmall,None,None,None,Shoe3,Shoe3,None,None,
Trey,McBride,TE,85,San Jose State,11/22/1999,Right,246,6'4",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Maxx,Williams,TE,87,Minnesota,4/12/1994,Right,257,6'4",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
DeAndre,Hopkins,WR,10,Clemson,6/6/1992,Right,218,6'1",Normal,Skin13,Face6,Yes,Standard,FaceMask5,None,No,No,Team2,Team2,None,None,None,None,None,Shoe3,Shoe3,None,None,
Marquise,Brown,WR,2,Oklahoma,6/4/1997,Right,170,5'9",Normal,Skin6,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Robbie,Anderson,WR,81,Temple,5/9/1993,Right,190,6'3",Normal,Skin10,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Rondale,Moore,WR,4,Purdue,6/9/2000,Right,181,5'7",Normal,Skin3,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
A.J.,Green,WR,18,Georgia,7/31/1988,Right,207,6'4",Normal,Skin6,Face2,No,Standard,FaceMask5,None,No,No,Team2,Team2,NeopreneSmall,NeopreneSmall,None,None,None,Shoe2,Shoe2,None,None,
Greg,Dortch,WR,83,Wake Forest,5/29/1998,Right,173,5'7",Normal,Skin6,Face10,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Rodney,Hudson,C,61,Florida State,7/12/1989,Right,299,6'2",Large,Skin6,Face9,No,Standard,FaceMask27,None,No,No,Team3,Team3,TapedSmall,TapedSmall,None,None,None,Taped,Taped,None,None,
JC,Jackson,CB,27,Maryland,11/17/1995,Right,198,5'10",Normal,Skin12,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Bryce,Callahan,CB,23,Rice,10/23/1991,Right,191,5'10",Normal,Skin4,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Michael,Davis,CB,43,BYU,1/6/1995,Right,196,6'2",Normal,Skin22,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Asante,Samuel Jr,CB,26,Florida State,10/3/1999,Right,181,5'10",Skinny,Skin12,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ja'Sir,Taylor,CB,36,Wake Forest,1/8/1999,Right,186,5'11",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Sebastian,Joseph-Day,DE,69,Rutgers,3/21/1995,Right,310,6'4",ExtraLarge,Skin6,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Morgan,Fox,DE,56,Florida State,9/12/1994,Right,275,6'3",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Breiden,Fehoko,DE,96,Georgia,10/15/1996,Right,300,6'3",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Joe,Gaziano,DE,92,Northwestern,9/27/1996,Right,280,6'4",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Christopher,Hinton,DE,91,Michigan,9/14/2000,Right,304,6'4",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Austin,Johnson,DT,98,Penn State,5/8/1994,Right,314,6'4",ExtraLarge,Skin12,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tyeler,Davison,DT,90,Fresno State,9/23/1992,Right,309,6'2",ExtraLarge,Skin6,Face5,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Christian,Covington,DT,95,Rice,10/16/1993,Right,305,6'2",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Otito,Ogbonnia,DT,93,UCLA,8/25/2000,Right,323,6'4",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Zander,Horvath,FB,40,Purdue,12/10/1998,Right,228,6'2",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Nasir,Adderley,FS,24,Delaware,5/31/1997,Right,206,6'0",Normal,Skin12,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
JT,Woods,FS,22,Baylor,6/10/2000,Right,195,6'2",Normal,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Matt,Feiler,G,71,Virginia,7/7/1992,Right,330,6'6",ExtraLarge,Skin9,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Zion,Johnson,G,77,Boston College,11/18/1999,Right,314,6'3",ExtraLarge,Skin6,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brenden,Jaimes,G,64,Nebraska,5/28/1999,Right,300,6'6",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Austin,Ekeler,RB,30,Alabama-Birmingham,5/17/1995,Right,195,5'10",Normal,Skin2,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Joshua,Kelley,RB,25,UCLA,11/20/1997,Right,212,5'11",Normal,Skin3,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Isaiah,Spiller,RB,28,South Carolina,8/9/2001,Right,217,6'0",Normal,Skin6,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Drue,Tranquill,ILB,49,Notre Dame,8/15/1995,Right,234,6'2",Large,Skin2,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kenneth,Murray Jr,ILB,9,Oklahoma,11/17/1998,Right,241,6'2",Large,Skin6,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Troy,Reeder,ILB,42,Delaware,9/13/1994,Right,245,6'3",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Nick,Niemann,ILB,31,Iowa,12/2/1997,Right,220,6'3",Normal,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cameron,Dicker,K,15,Texas,5/6/2000,Right,216,6'1",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Khalil,Mack,OLB,52,Buffalo,9/12/1990,Right,248,6'3",Normal,Skin4,Face4,No,Standard,FaceMask7,Clear,No,No,Team3,Team3,NeopreneSmall,NeopreneSmall,None,None,None,Shoe6,Shoe6,None,None,
Joey,Bosa,OLB,97,Ohio State,7/11/1995,Right,280,6'5",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kyle,Van Noy,OLB,8,BYU,6/19/1990,Right,244,6'3",Normal,Skin3,Face3,No,Revolution,FaceMask7,Clear,No,Yes,Team2,Team2,NeopreneSmall,NeopreneSmall,None,None,None,Shoe3,Shoe3,None,None,
Derrek,Tuszka,OLB,59,Boston College,7/11/1996,Right,246,6'5",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
J.K.,Scott,P,16,Alabama,10/30/1996,Right,208,6'6",Skinny,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Justin,Herbert,QB,10,Oregon,3/10/1998,Right,236,6'6",Normal,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chase,Daniel,QB,4,Missouri,10/7/1986,Right,225,6'0",Normal,Skin1,Face5,No,Standard,FaceMask3,None,No,No,None,None,SingleBlack,None,None,None,None,Shoe6,Shoe6,None,None,
Easton,Stick,QB,2,Wisconsin,9/15/1996,Right,224,6'1",Large,Skin1,Face4,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Derwin,James Jr,SS,3,Florida State,8/3/1996,Left,215,6'2",Normal,Skin13,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Alohi,Gilman,SS,32,Notre Dame,9/17/1997,Right,201,5'11",Normal,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Rashawn,Slater,T,70,Northwestern,3/26/1999,Right,304,6'4",ExtraLarge,Skin3,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jamaree,Salyer,T,68,Georgia,7/13/2000,Right,321,6'3",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trey,Pipkins III,T,79,New Haven,9/5/1996,Right,304,6'6",Large,Skin4,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Storm,Norton,T,74,Toledo,5/16/1994,Right,317,6'7",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Gerald,Everett,TE,7,Penn State,6/25/1994,Right,245,6'3",Large,Skin12,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Donald,Parham Jr,TE,89,Fresno State,8/16/1997,Right,240,6'8",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Richard,Rodgers,TE,82,California,1/22/1993,Right,257,6'4",Large,Skin3,Face2,No,Standard,FaceMask5,None,No,No,Team3,Team3,DoubleBlack,DoubleBlack,HighBlack,HighBlack,None,Shoe1,Shoe1,None,None,
Tre',McKitty,TE,88,Georgia,1/12/1999,Right,247,6'4",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Keenan,Allen,WR,13,California,4/27/1992,Right,211,6'2",Normal,Skin9,Face5,No,Standard,FaceMask5,None,No,No,Team3,Team3,NeopreneSmall,NeopreneSmall,None,None,White,Shoe3,Shoe3,None,None,
Mike,Williams,WR,81,Syracuse,5/18/1987,Right,212,6'2",Normal,Skin13,Face3,Yes,Standard,FaceMask5,Clear,Yes,No,Team4,Team4,SingleWhite,SingleWhite,None,None,None,Shoe1,Shoe1,None,None,
Joshua,Palmer,WR,5,Tennessee,9/22/1999,Right,210,6'1",Normal,Skin3,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
DeAndre,Carter,WR,1,Sacramento State,4/10/1993,Right,190,5'8",Normal,Skin14,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
