Key=fname,lname,Position,JerseyNumber,Speed,Agility,Strength,Jumping,Coverage,PassRush,RunCoverage,PassBlocking,RunBlocking,Catch,RunRoute,BreakTackle,HoldOntoBall,PowerRunStyle,PassAccuracy,PassArmStrength,PassReadCoverage,Tackle,KickPower,KickAccuracy,Stamina,Durability,Leadership,Scramble,Composure,Consistency,Aggressiveness,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck,YearsPro

Team = 49ers
Rashard,Higgins,WR,81,86,86,66,84,20,33,36,39,41,82,75,42,87,Finesse,10,29,10,31,23,22,88,90,70,37,68,70,15,Stanford,10/7/1994,Right,198,"6'1""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Damion,Ratley,WR,18,93,86,52,90,14,17,19,35,45,80,72,46,82,Finesse,10,29,10,21,11,11,89,90,51,39,49,51,12,Texas AM,4/16/1995,Right,200,75",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Derrick,Willies,WR,84,86,91,63,94,23,26,29,43,55,80,68,48,83,Finesse,16,36,10,35,19,15,85,77,57,40,55,57,27,Texas Tech,10/17/1994,Right,207,76",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
David,Njoku,TE,85,85,78,72,93,24,36,39,54,62,83,74,75,78,Finesse,10,13,10,36,15,19,89,88,67,36,65,67,15,"Miami, FL",7/10/1996,Right,240,"6'4""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Darren,Fells,TE,88,73,80,77,84,18,37,49,69,57,82,67,71,74,Balanced,10,35,10,45,15,14,82,90,84,32,82,84,25,None,4/22/1986,Right,281,"6' 7""",Large,Skin 3,Face 6,No,Standard,Type 3,None,No,No,Type 2,Type 2,None,None,None,None,None,Style 4,Style 4,None,None,,5
Seth,DeValve,TE,87,83,86,75,92,13,29,37,54,55,83,70,70,80,Balanced,10,29,10,39,21,21,86,88,77,36,75,77,15,Princeton,1/29/1993,Right,245,"6'3""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Orson,Charles,TE,82,79,77,79,81,14,40,43,61,54,73,52,71,76,Balanced,10,33,10,40,18,16,87,95,69,34,67,69,25,Georgia,1/27/1991,Right,254,75",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,6
Joel,Bitonio,T,75,73,74,86,79,16,13,14,92,79,28,8,28,91,Power,6,16,10,21,24,21,88,92,86,28,84,86,25,Nevada,10/11/1991,Right,305,76",Extra Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,4
Greg,Robinson,T,78,75,71,94,76,12,33,32,71,71,35,6,21,94,Power,6,25,10,40,28,15,85,94,68,29,66,68,25,Auburn,10/21/1992,Right,334,"6'5""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
Chris,Hubbard,T,74,70,68,77,69,13,19,22,77,75,40,8,20,72,Balanced,6,30,10,34,25,25,82,91,77,27,75,77,20,Mississippi,4/23/1991,Right,295,"6'4""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,5
Austin,Corbett,G,63,67,59,82,70,12,15,19,78,79,18,6,23,87,Balanced,6,23,10,29,17,13,86,88,68,26,66,68,27,Nevada,9/5/1995,Right,300,76",Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Kevin,Zeitler,G,70,60,60,91,79,14,14,18,91,77,15,8,20,96,Power,6,12,10,25,18,16,88,91,80,24,78,80,20,Wisconsin,3/8/1990,Right,315,"6' 4""",Large,Skin 1,Face 2,No,Standard,Type 10,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,White,,6
Earl,Watford,G,77,69,71,85,79,13,25,30,71,71,34,8,25,87,Power,6,23,10,44,14,10,83,95,76,27,74,76,20,James Madison,6/24/1990,Right,300,"6' 3""",Large,Skin 4,Face 1,No,Revolution,Type 6,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,White,,5
J.C.,Tretter,C,64,68,70,89,78,12,19,21,81,74,60,22,44,85,Power,48,65,10,32,19,18,88,85,78,52,76,78,12,Cornell,2/12/1991,Right,307,"6' 4""",Large,Skin 1,Face 13,No,Revolution,Type 7,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,,5
Emmanuel,Ogbah,DE,90,85,80,79,86,58,76,79,45,45,38,8,29,90,Balanced,6,22,10,81,20,19,82,90,76,32,74,76,83,West Texas A&M,11/6/1993,Right,275,"6'4""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Anthony,Zettel,DE,69,79,78,83,82,53,80,83,45,45,49,7,29,89,Balanced,6,23,10,83,17,17,88,92,70,30,68,70,76,Penn State,8/9/1992,Right,270,"6'4""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Chad,Thomas,DE,92,81,73,84,79,47,74,81,45,45,28,8,27,87,Balanced,6,23,10,75,17,14,77,90,58,31,56,58,77,Miami,10/12/1995,Right,275,78",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Myles,Garrett,DE,95,84,83,96,94,54,85,86,45,45,52,9,35,83,Power,6,20,10,76,20,20,82,86,82,32,80,82,81,Northwestern,12/29/1995,Right,272,"6'4""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Chris,Smith,DE,50,82,73,85,88,59,65,71,45,45,48,5,55,68,Power,6,24,10,79,15,17,83,93,60,31,58,60,74,Arkansas,2/11/1992,Right,266,"6'1""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
Larry,Ogunjobi,DT,65,75,77,88,78,27,81,81,45,45,35,7,33,89,Power,6,23,10,77,17,17,79,90,70,29,68,70,79,"Charlotte, NC",6/3/1994,Right,305,"6'2""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Carl,Davis,DT,94,70,56,88,82,20,76,76,45,45,34,9,25,75,Power,6,25,10,80,19,15,71,84,79,27,77,79,78,Iowa,3/2/1992,Right,327,77",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Trevon,Coley,DT,93,73,81,85,73,27,71,75,60,55,32,10,22,83,Power,6,33,10,80,20,20,85,88,67,28,65,67,77,Louisiana Tech,7/13/1994,Right,310,"6'1""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Ifeadi,Odenigbo,DT,91,82,73,82,77,36,66,71,45,45,32,10,32,82,Balanced,6,28,10,74,15,24,87,88,59,31,57,59,82,Northwestern,4/8/1994,Right,258,75",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Devaroe,Lawrence,DT,99,68,61,87,72,19,68,72,45,45,31,7,29,80,Power,6,23,10,77,17,17,75,86,49,26,47,49,78,Auburn,10/13/1992,Right,294,74",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Jamie,Collins Sr,OLB,51,85,86,72,92,58,71,74,45,45,67,8,45,75,Balanced,46,48,10,81,13,15,93,95,87,63,85,87,86,Southern Miss,5/2/1990,Right,250,75",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,5
Genard,Avery,OLB,55,86,85,84,86,56,66,73,45,45,45,7,39,85,Balanced,6,22,10,76,12,10,81,86,52,32,50,52,81,Memphis,4/26/1995,Right,255,73",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Christian,Kirksey,OLB,58,86,86,66,88,54,75,78,45,45,70,6,50,69,Balanced,6,30,10,87,20,20,88,92,84,32,82,84,76,Iowa,8/31/1992,Right,235,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
Tanner,Vallejo,OLB,54,84,80,73,81,59,68,73,45,45,60,12,38,73,Balanced,6,25,10,84,15,19,89,84,59,32,57,59,87,Boise State,12/16/1994,Right,228,73",Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Joe,Schobert,ILB,53,83,79,76,84,62,79,83,45,45,57,9,33,92,Balanced,6,23,10,86,21,18,86,91,79,31,77,79,76,Wisconsin,11/6/1993,Right,245,"6'1""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
James,Burgess Jr,ILB,52,81,78,79,78,57,72,75,45,45,65,6,40,75,Balanced,6,25,10,82,20,20,85,89,72,31,70,72,74,Louisville,3/9/1994,Right,233,72",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,2
Denzel,Ward,CB,21,95,95,61,92,81,52,60,35,35,64,25,19,86,Finesse,11,31,10,53,18,13,91,88,66,38,64,66,69,Ohio State,4/28/1997,Right,191,70",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Terrance,Mitchell,CB,39,89,95,48,82,73,51,59,35,35,71,10,23,74,Finesse,6,26,10,56,11,10,92,94,83,33,81,83,46,Oregon,5/27/1992,Right,190,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
T.J.,Carrie,CB,38,90,90,68,97,82,50,54,35,35,64,33,21,87,Finesse,6,24,10,67,10,11,89,79,75,34,73,75,55,Ohio,7/28/1990,Right,204,"6 '0""",Skinny,Skin 3,Face 2,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,,4
E.J.,Gaines,CB,28,89,88,58,79,84,56,61,35,35,67,26,29,70,Finesse,6,30,10,65,20,20,93,90,78,33,76,78,59,Missouri,2/23/1992,Right,195,"5' 10""",Normal,Skin 4,Face 1,No,Revolution,Type 3,Clear,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 1,Style 1,None,None,,4
Howard,Wilson,CB,24,87,93,53,81,73,52,62,35,35,73,19,28,75,Finesse,6,22,10,64,25,25,93,85,57,33,55,57,69,Houston,10/30/1995,Right,184,72",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Denzel,Rice,CB,37,87,83,67,84,70,43,52,35,35,54,14,28,70,Balanced,6,31,10,49,21,15,88,89,52,33,50,52,48,Coastal Carolina,3/31/1993,Right,185,72",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Tavierre,Thomas,CB,27,93,80,54,81,69,49,59,35,35,59,15,32,79,Finesse,6,25,10,53,18,14,89,89,46,35,44,46,46,Ferris State,3/11/1996,Right,202,72",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Derrick,Kindred,SS,26,89,83,75,87,69,68,76,12,16,70,17,48,88,Balanced,6,18,10,74,17,22,88,88,80,33,78,80,87,TCU,12/15/1993,Right,210,"5'10""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Jabrill,Peppers,SS,22,90,89,73,86,74,48,54,35,35,75,42,42,86,Finesse,26,34,10,78,22,18,95,87,71,52,69,71,86,Michigan,10/4/1995,Right,213,71",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Damarious,Randall,FS,23,90,91,69,88,78,63,73,35,35,73,12,49,74,Finesse,6,21,10,64,17,19,92,90,76,34,74,76,64,Arizona St.,8/29/1992,Right,196,71",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Briean,Boddy-Calhoun,FS,20,90,87,60,86,82,60,66,35,35,55,17,36,72,Finesse,11,30,10,65,20,15,88,89,75,40,73,75,73,Minnesota,1/21/1993,Right,193,69",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,2
Zane,Gonzalez,K,2,75,58,45,50,12,16,18,16,24,28,16,24,62,Balanced,28,29,10,24,96,77,83,86,51,44,49,51,17,Maryland,5/7/1995,Right,202,"6'0""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Britton,Colquitt,P,4,66,60,35,40,16,12,10,15,16,22,11,12,55,Balanced,26,42,10,25,88,79,88,92,60,38,58,60,12,Tennessee,3/20/1985,Right,205,"6' 3""",Normal,Skin 1,Face 11,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 3,Style 3,None,None,,9
# Team:Browns players: 53
Team = Buccaneers
Jameis,Winston,QB,3,78,81,75,78,12,39,47,15,39,49,13,66,93,Balanced,80,95,77,45,30,26,96,96,77,82,75,77,28,Florida State,1/6/1994,Right,231,"6'4""",Large,Skin3,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
Ryan,Fitzpatrick,QB,14,71,72,54,55,12,11,17,13,49,20,13,28,80,Balanced,79,87,78,12,12,19,85,89,78,79,76,78,12,Harvard,11/24/1982,Right,223,"6' 2""",Normal,Skin 1,Face 3,No,Standard,Type 2,None,No,No,None,None,Quarterback,Single White,None,None,None,Style 3,Style 3,None,None,,13
Ryan,Griffin,QB,4,64,63,52,65,13,14,25,14,15,45,10,30,74,Balanced,76,84,62,19,22,22,87,90,62,75,60,62,12,Tulane,11/17/1989,Right,206,"6' 5""",Normal,Skin 1,Face 6,No,Standard,Type 3,None,No,No,None,None,Quarterback,None,None,None,None,Style 6,Style 6,None,None,,5
Ronald,Jones II,RB,27,93,94,68,87,15,21,29,42,28,63,61,67,84,Finesse,15,26,10,29,20,15,89,86,53,43,51,53,16,USC,8/3/1997,Left,208,73",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Peyton,Barber,RB,25,87,85,75,78,16,24,32,48,43,64,48,81,80,Balanced,20,31,10,33,21,20,86,88,83,40,81,83,21,Auburn,6/27/1994,Right,225,"5'11""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Jacquizz,Rodgers,RB,32,87,91,62,75,15,24,30,51,35,67,64,82,85,Finesse,28,25,10,25,10,10,88,87,73,45,71,73,20,Oregon State,2/6/1990,Right,196,"5' 6""",Skinny,Skin 3,Face 2,Yes,Revolution,Type 5,None,Yes,No,Team 2,Team 2,Single White,Single White,None,None,None,Style 3,Style 3,None,None,,7
Shaun,Wilson,RB,38,90,88,65,88,30,32,37,50,45,65,51,69,82,Finesse,24,27,10,39,18,11,88,88,58,44,56,58,25,Duke,12/2/1995,Right,185,69",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Mike,Evans,WR,13,88,86,79,94,17,31,30,45,60,89,85,76,88,Balanced,20,35,10,39,25,24,92,91,96,42,94,96,15,Texas A&M,8/21/1993,Right,225,"6' 5""",Normal,Skin 2,Face 4,No,Revolution,Type 3,None,Yes,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,,4
DeSean,Jackson,WR,11,93,96,47,87,25,32,35,30,28,90,84,42,72,Finesse,10,40,10,22,30,30,97,84,85,39,83,85,12,California,12/1/1986,Right,175,"5' 10""",Skinny,Skin 2,Face 6,No,Standard,Type 5,Clear,No,No,Team 4,Team 4,None,None,High Black,High Black,None,Style 6,Style 6,None,None,,10
Adam,Humphries,WR,10,88,87,65,83,13,30,36,25,52,89,80,41,66,Finesse,10,33,10,28,25,30,88,87,86,37,84,86,15,Clemson,6/24/1993,Right,195,"5'11""",Normal,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
Chris,Godwin,WR,12,91,86,72,86,20,26,30,40,42,85,83,78,87,Balanced,15,33,10,27,25,21,93,97,76,42,74,76,33,Penn State,2/27/1996,Right,205,"6'1""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Justin,Watson,WR,17,91,82,68,93,21,25,28,39,51,81,72,58,88,Balanced,10,26,10,30,17,15,92,90,58,38,56,58,19,Penn,4/4/1995,Right,215,75",Normal,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Freddie,Martino,WR,16,89,89,55,84,62,38,44,40,33,79,67,42,72,Finesse,10,40,10,39,30,22,85,90,63,36,61,63,28,None,9/7/1991,Right,195,"6 '0""",Skinny,Skin 4,Face 5,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,None,,4
Cameron,Brate,TE,84,80,75,72,83,12,43,45,54,64,88,74,63,75,Balanced,10,20,10,40,24,22,84,91,86,35,84,86,20,Harvard,7/3/1991,Right,235,"6'5""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
O.J.,Howard,TE,80,87,82,75,74,17,31,37,55,57,84,69,77,96,Balanced,14,30,10,36,24,17,89,95,80,38,78,80,30,Alabama,11/19/1994,Right,250,"6'6""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Antony,Auclair,TE,82,76,82,77,81,20,37,47,54,54,71,57,70,87,Balanced,12,33,10,46,29,18,85,86,58,33,56,58,42,Toilolo,5/28/1993,Right,256,"6'5""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Donovan,Smith,T,76,72,63,88,82,17,24,24,76,72,25,6,25,74,Power,6,30,10,39,25,25,80,87,78,28,76,78,19,Penn State,6/23/1993,Right,338,"6'6""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
Leonard,Wester,T,61,67,65,79,65,12,24,27,72,73,38,8,31,79,Balanced,5,22,10,38,18,19,84,86,53,25,51,53,32,Georgia,1/3/1993,Right,305,"6'6""",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Demar,Dotson,T,69,57,58,86,50,11,46,42,91,80,25,6,20,80,Power,6,22,10,55,15,15,83,84,89,23,87,89,39,Southern Miss,10/11/1985,Right,315,"6'9""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,9
Ali,Marpet,G,74,73,71,88,80,13,19,22,79,83,45,8,20,82,Power,6,30,10,37,25,25,82,90,88,28,86,88,20,Hobart,4/17/1993,Right,307,76",Extra Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Mike,Liedtke,G,67,74,68,86,75,15,49,47,70,74,46,22,45,81,Power,6,19,10,51,17,35,82,87,50,28,48,50,60,Illinois St.,1/15/1992,Right,310,75",Extra Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Adam,Gettis,G,72,74,66,78,82,13,30,37,71,75,25,6,10,84,Balanced,6,30,10,35,25,25,87,77,65,28,63,65,55,Iowa,12/9/1988,Right,315,75",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,6
Alex,Cappa,G,65,61,65,82,67,12,38,33,73,76,51,24,40,92,Balanced,6,16,10,43,21,18,90,91,56,24,54,56,35,Humboldt State,1/27/1995,Right,305,79",Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Caleb,Benenoch,G,77,73,68,78,77,14,35,34,73,72,25,8,30,75,Balanced,6,25,10,33,22,21,83,86,70,28,68,70,37,UCLA,8/8/1994,Right,305,77",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,2
Ryan,Jensen,C,66,62,64,90,65,12,31,37,77,80,35,8,32,85,Power,6,10,10,48,13,10,82,92,85,24,83,85,31,Arizona State,5/27/1991,Right,310,"6'4""",ExtraLarge,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,5
Vinny,Curry,DE,97,81,82,81,86,25,83,84,45,45,29,9,35,83,Balanced,6,28,10,77,15,24,82,90,83,31,81,83,81,Marshall,6/30/1988,Right,279,"6' 3""",Large,Skin 3,Face 1,No,Revolution,Type 26,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,,6
William,Gholston,DE,92,73,73,77,76,39,76,77,45,45,39,5,54,77,Balanced,6,35,10,82,30,30,75,87,81,28,79,81,87,Michigan State,7/31/1991,Right,281,"6' 6""",Large,Skin 3,Face 6,No,Revolution,Type 10,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None,,5
Jason,Pierre-Paul,DE,90,79,83,85,85,51,77,78,45,45,29,9,25,70,Power,6,33,10,91,22,21,92,93,82,30,80,82,88,South Florida,1/1/1989,Right,278,"6' 5""",Normal,Skin 4,Face 13,No,Revolution,Type 15,None,No,No,Type 4,Type 4,Double Team,Double Team,None,None,None,Style 6,Style 6,None,White,,8
Noah,Spence,DE,57,80,86,80,84,34,68,72,44,44,35,7,29,82,Balanced,6,22,10,76,21,19,82,88,75,30,73,75,86,E. Kentucky,1/8/1994,Right,251,74",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,2
Gerald,McCoy,DT,93,69,75,92,82,28,86,86,45,45,32,5,35,79,Power,6,15,10,89,12,11,90,87,89,27,87,89,85,Oklahoma,2/25/1988,Right,300,"6' 4""",Large,Skin 4,Face 9,No,Standard,Type 6,None,Yes,No,Taped,Taped,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None,,8
Mitch,Unrein,DT,98,73,63,84,60,24,85,83,45,45,27,9,10,84,Balanced,6,23,10,80,13,12,77,88,86,28,84,86,66,Wyoming,3/25/1987,Right,306,"6' 4""",Large,Skin 1,Face 10,No,Revolution,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,,8
Vita,Vea,DT,50,69,73,97,70,26,78,83,45,52,26,17,68,97,Power,16,24,10,81,15,16,82,93,62,34,60,62,89,Washington,2/5/1995,Right,344,77",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Beau,Allen,DT,91,60,57,88,76,22,76,77,53,60,32,8,20,88,Power,6,13,10,82,23,11,72,93,81,24,79,81,74,Wisconsin,11/14/1991,Right,333,"6' 2""",Large,Skin 1,Face 7,No,Revolution,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,,4
Stevie,Tu'Ikolovatu,DT,96,64,67,93,66,24,73,77,45,45,27,11,47,96,Power,6,22,10,81,18,13,77,88,57,25,55,57,81,USC,6/28/1991,Right,320,73",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Kendell,Beckwith,OLB,51,79,80,82,79,66,69,73,45,45,61,8,51,77,Balanced,6,25,10,85,23,18,88,84,77,30,75,77,86,Texas,12/2/1994,Right,247,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Adarius,Taylor,OLB,53,86,80,78,82,59,70,73,45,45,55,8,49,76,Balanced,6,25,10,79,22,21,82,89,74,32,72,74,75,FAU,9/21/1990,Right,230,73",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,4
Lavonte,David,OLB,54,86,87,77,88,79,88,91,45,45,77,8,26,89,Balanced,6,15,10,93,14,12,97,97,92,32,90,92,86,Nebraska,1/23/1990,Right,233,"6' 1""",Normal,Skin 4,Face 6,Yes,Standard,Type 20,Clear,No,No,Team 1,Team 1,Neoprene Small,Neoprene Small,None,None,None,Style 2,Style 2,None,None,,6
Cameron,Lynch,OLB,52,79,75,81,85,63,67,72,45,45,59,20,41,86,Balanced,6,25,10,76,20,20,89,89,59,30,57,59,72,Syracuse,8/4/1993,Right,229,"6'0""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
