
#Team = 49ers Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Browns,Devaroe,Lawrence,DT,99,63,68,64,87,61,49,31,41,23,6,6,6,6,17,17,45,45,77,72,9,86,75,80,29,15,18,25,17,16,78,74,68,73,72,49,18,20,16,14,7,78,13,15,6,6,74,294,1,1665000,0,10/13/1992,Right,Auburn
Browns,Jamie,Collins Sr,LOLB,51,76,85,89,72,86,87,67,55,48,46,50,46,44,13,15,45,45,81,92,10,95,93,75,45,25,47,42,45,40,86,67,55,68,80,87,52,64,40,35,8,86,45,35,25,55,75,250,5,37400000,11000000,5/2/1990,Right,Southern Miss
Browns,Genard,Avery,LOLB,55,67,86,89,84,85,52,45,54,22,6,6,6,6,12,10,45,45,76,86,10,86,81,85,39,39,48,37,41,47,76,66,72,70,77,52,57,55,30,32,7,81,29,15,6,6,73,255,0,2703955,280000,4/26/1995,Right,Memphis
Browns,Christian,Kirksey,ROLB,58,77,86,89,66,86,84,70,57,30,6,6,6,6,20,20,45,45,87,88,10,92,88,69,50,30,35,37,30,28,79,59,48,73,84,84,49,59,42,61,6,76,61,20,6,6,74,235,4,31797000,6000000,8/31/1992,Right,Iowa
Browns,Tanner,Vallejo,ROLB,54,69,84,88,73,80,59,60,57,25,6,6,6,6,15,19,45,45,84,81,15,84,89,73,38,38,47,46,36,44,82,63,54,71,75,59,54,65,51,55,12,87,38,13,6,6,73,228,1,2088812,0,12/16/1994,Right,Boise State
Browns,Joe,Schobert,MLB,53,76,83,87,76,79,79,57,42,23,6,6,6,6,21,18,45,45,86,84,10,91,86,92,33,35,46,36,26,35,79,54,52,80,86,79,58,66,29,31,9,76,42,22,6,6,73,245,2,2920000,630000,11/6/1993,Right,Wisconsin
Browns,James,Burgess Jr,MLB,52,68,81,85,79,78,72,65,62,25,6,6,6,6,20,20,45,45,82,78,10,89,85,75,40,20,25,40,49,47,72,50,58,72,78,72,59,55,49,35,6,74,58,12,6,6,72,233,2,1020000,0,3/9/1994,Right,Louisville
Browns,Denzel,Ward,CB,21,80,95,95,61,95,66,64,66,31,11,15,10,8,18,13,35,35,53,92,67,88,91,86,19,74,66,28,66,80,51,26,33,49,72,66,83,79,63,48,25,69,87,26,6,6,70,191,0,29166036,19290000,4/28/1997,Right,Ohio State
Browns,Terrance,Mitchell,CB,39,80,89,92,48,95,83,71,73,26,6,6,6,6,11,10,35,35,56,82,50,94,92,74,23,80,84,40,77,87,45,32,34,43,76,83,78,68,60,54,10,46,83,25,6,6,71,190,4,8000000,2000000,5/27/1992,Right,Oregon
Browns,T.J.,Carrie,CB,38,80,90,90,68,90,75,64,67,24,6,6,6,6,10,11,35,35,67,97,83,79,89,87,21,65,80,25,71,80,51,31,37,44,64,75,82,83,64,49,33,55,82,58,6,6,72,204,4,27400000,3600000,7/28/1990,Right,Ohio
Browns,E.J.,Gaines,CB,28,80,89,90,58,88,78,67,54,30,6,6,6,6,20,20,35,35,65,79,64,90,93,70,29,66,64,25,72,73,50,35,44,51,71,78,85,84,60,55,26,59,79,30,6,6,70,185,4,2465625,1400000,2/23/1992,Right,Missouri
Browns,Howard,Wilson,CB,24,69,87,91,53,93,57,73,68,22,6,6,6,6,25,25,35,35,64,81,58,85,93,75,28,65,68,30,63,71,53,27,36,51,74,57,70,77,60,63,19,69,70,24,6,6,72,184,1,2965000,610000,10/30/1995,Right,Houston
Browns,Denzel,Rice,CB,37,64,87,92,67,83,52,54,56,31,6,6,6,6,21,15,35,35,49,84,60,89,88,70,28,65,53,35,61,62,45,40,52,41,64,52,69,72,60,52,14,48,77,40,6,6,72,185,3,630000,0,3/31/1993,Right,Coastal Carolina
Browns,Tavierre,Thomas,CB,27,62,93,91,54,80,46,59,58,25,6,6,6,6,18,14,35,35,53,81,45,89,89,79,32,60,59,31,63,71,47,35,43,50,68,46,68,70,60,37,15,46,67,14,6,6,72,202,0,1710000,0,3/11/1996,Right,Ferris State
Browns,Derrick,Kindred,SS,26,81,89,90,75,83,80,70,71,18,6,6,6,6,17,22,16,12,74,87,30,88,88,88,48,62,58,54,62,67,59,26,30,65,87,80,67,71,61,48,17,87,69,34,6,6,70,210,2,2790000,490000,12/15/1993,Right,TCU
Browns,Jabrill,Peppers,SS,22,78,90,93,73,89,71,75,67,34,26,30,26,22,22,18,35,35,78,86,89,87,95,86,42,84,85,52,83,90,63,37,44,43,66,71,75,73,66,63,42,86,68,48,27,37,71,213,1,10385000,5690000,10/4/1995,Right,Michigan
Browns,Damarious,Randall,FS,23,80,90,91,69,91,76,73,64,21,6,6,6,6,17,19,35,35,64,88,65,90,92,74,49,79,81,50,77,84,53,40,54,60,87,76,77,79,64,50,12,64,78,25,6,6,71,196,3,10159381,0,8/29/1992,Right,Arizona St.
Browns,Briean,Boddy-Calhoun,FS,20,80,90,89,60,87,75,55,48,30,11,15,10,10,20,15,35,35,65,86,65,89,88,72,36,67,59,42,70,74,53,34,42,57,75,75,83,81,62,52,17,73,77,28,15,15,69,193,2,1620000,0,1/21/1993,Right,Minnesota
Browns,Zane,Gonzalez,K,2,75,75,77,45,58,51,28,23,29,28,33,28,24,96,77,24,16,24,50,10,86,83,62,24,28,25,15,23,31,10,10,10,17,19,12,12,12,14,17,16,17,10,13,18,26,72,202,1,2444000,80000,5/7/1995,Right,Arizona St.
Browns,Britton,Colquitt,P,4,74,66,64,35,60,60,22,47,42,26,28,27,25,88,79,16,15,25,40,11,92,88,55,12,15,10,10,10,10,10,10,10,10,10,22,10,23,12,14,11,12,11,12,25,20,74,205,9,9700000,1500000,3/20/1985,Right,Tennessee
#Team = Buccaneers Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Buccaneers,Jameis,Winston,QB,3,80,78,82,75,81,77,49,60,95,80,85,80,77,30,26,39,15,45,78,10,96,96,93,66,75,80,73,63,74,20,10,10,45,50,19,12,13,20,15,13,28,10,15,83,83,76,231,3,21627000,4170000,1/6/1994,Right,Florida State
Buccaneers,Ryan,Fitzpatrick,QB,14,73,71,81,54,72,78,20,59,87,79,85,79,75,12,19,49,13,12,55,10,89,85,80,28,66,66,27,48,50,14,10,10,12,23,10,12,12,15,15,13,12,10,15,77,81,74,223,13,2000000,1300000,11/24/1982,Right,Harvard
Buccaneers,Ryan,Griffin,QB,4,61,64,77,52,63,62,45,66,84,76,82,76,70,22,22,15,14,19,65,10,90,87,74,30,32,44,40,50,52,10,10,10,15,35,10,12,15,12,10,10,12,10,12,64,79,77,210,5,2250000,0,11/17/1989,Right,Tulane
Buccaneers,Ronald,Jones II,HB,27,76,93,93,68,94,53,63,88,26,15,20,15,12,20,15,28,42,29,87,50,86,89,84,67,82,79,78,76,89,30,12,16,23,35,17,10,20,60,65,61,16,15,51,10,17,73,208,0,7072022,3220000,8/3/1997,Left,USC
Buccaneers,Peyton,Barber,HB,25,74,87,90,75,85,83,64,85,31,20,25,20,15,21,20,43,48,33,78,55,88,86,80,81,77,82,72,73,79,40,11,12,26,38,20,14,19,59,60,48,21,16,58,10,10,71,225,2,630000,0,6/27/1994,Right,Auburn
Buccaneers,Jacquizz,Rodgers,HB,32,72,87,89,62,91,73,67,88,25,28,35,30,20,10,10,35,51,25,75,81,87,88,85,82,74,79,62,71,83,20,10,10,26,35,20,15,15,71,68,64,20,20,44,15,15,67,190,7,2700000,600000,2/6/1990,Right,Oregon State
Buccaneers,Shaun,Wilson,HB,38,67,90,90,65,88,58,65,78,27,24,29,24,20,18,11,45,50,39,88,82,88,88,82,69,78,76,70,74,82,37,18,24,35,39,20,25,35,66,60,51,25,28,50,15,15,69,185,0,1710000,0,12/2/1995,Right,Duke
Buccaneers,Mike,Evans,WR,13,89,88,91,79,86,96,89,77,35,20,25,20,15,25,24,60,45,39,94,50,91,92,88,76,70,88,79,75,83,59,10,10,35,25,15,20,15,96,93,85,15,20,95,10,15,77,231,4,84258000,11500000,8/21/1993,Right,Texas AM
Buccaneers,DeSean,Jackson,WR,11,85,93,92,47,96,85,90,70,40,10,15,10,6,30,30,28,30,22,87,88,84,97,72,42,89,91,45,90,92,45,10,10,35,35,20,15,35,89,84,84,12,15,76,6,10,70,175,10,33500000,0,12/1/1986,Left,California
Buccaneers,Adam,Humphries,WR,10,79,88,89,65,87,86,89,73,33,10,15,10,6,25,30,52,25,28,83,84,87,88,66,41,78,80,51,74,78,45,10,10,33,39,19,10,16,78,81,80,15,15,74,6,10,71,195,3,2914000,0,6/24/1993,Right,Clemson
Buccaneers,Chris,Godwin,WR,12,79,91,92,72,86,76,85,75,33,15,20,15,10,25,21,42,40,27,86,48,97,93,87,78,78,82,62,71,79,43,10,10,28,32,20,15,25,82,80,83,33,18,81,6,15,73,205,1,3469000,790000,2/27/1996,Right,Penn State
Buccaneers,Justin,Watson,WR,17,69,91,92,68,82,58,81,76,26,10,15,10,6,17,15,51,39,30,93,25,90,92,88,58,62,75,64,62,72,53,10,10,27,29,18,17,25,83,82,72,19,15,71,6,10,75,215,0,2716747,300000,4/4/1995,Right,Penn
Buccaneers,Freddie,Martino,WR,16,64,89,89,55,89,63,79,70,40,10,10,10,10,30,22,33,40,39,84,72,90,85,72,42,78,74,45,78,84,45,10,25,39,49,35,61,63,81,68,67,28,43,58,10,10,72,195,4,705000,0,9/7/1991,Right,North Greenville
Buccaneers,Cameron,Brate,TE,84,82,80,86,72,75,86,88,76,20,10,15,10,6,24,22,64,54,40,83,8,91,84,75,63,58,71,63,66,70,64,10,10,51,40,15,12,13,87,83,74,20,10,76,6,10,77,235,4,34800000,6000000,7/3/1991,Right,Harvard
Buccaneers,O.J.,Howard,TE,80,80,87,90,75,82,80,84,72,30,14,18,15,9,24,17,57,55,36,74,35,95,89,96,77,67,82,78,62,73,73,13,20,34,41,20,15,20,77,79,69,30,18,68,6,10,78,250,1,11141000,6240000,11/19/1994,Right,Alabama
Buccaneers,Antony,Auclair,TE,82,65,76,87,77,82,58,71,64,33,12,12,12,12,29,18,54,54,46,81,10,86,85,87,70,62,68,72,65,68,65,33,26,42,52,18,15,25,65,74,57,42,21,58,12,12,77,256,1,1665000,0,5/28/1993,Right,Laval
Buccaneers,Donovan,Smith,LT,76,72,72,82,88,63,78,25,25,30,6,6,6,6,25,25,72,76,39,82,10,87,80,74,25,10,15,10,10,10,81,10,10,25,24,20,15,20,12,10,6,19,10,12,6,6,78,338,3,5200000,2400000,6/23/1993,Right,Penn State
Buccaneers,Leonard,Wester,LT,61,63,67,79,79,65,53,38,29,22,5,5,5,5,18,19,73,72,38,65,9,86,84,79,31,18,12,15,12,11,78,15,14,26,29,19,11,14,15,15,8,32,10,16,5,5,78,305,2,1620000,0,1/3/1993,Right,Missouri W State
Buccaneers,Demar,Dotson,RT,69,88,57,67,86,58,89,25,35,22,6,6,6,6,15,15,80,91,55,50,10,84,83,80,20,10,10,10,10,10,84,60,40,50,35,30,10,12,12,10,6,39,10,12,6,6,81,315,9,7950000,1510000,10/11/1985,Right,Southern Miss
Buccaneers,Ali,Marpet,LG,74,82,73,84,88,71,88,45,45,30,6,6,6,6,25,25,83,79,37,80,10,90,82,82,20,12,10,30,10,10,85,10,10,20,25,15,12,15,15,15,8,20,10,15,6,6,76,307,3,3600000,1200000,4/17/1993,Right,Hobart
Buccaneers,Mike,Liedtke,LG,67,66,74,83,86,68,50,46,46,19,6,6,6,6,17,35,74,70,51,75,10,87,82,81,45,15,18,37,20,27,78,58,35,56,39,22,13,18,35,46,22,60,10,41,6,6,75,310,3,555000,0,1/15/1992,Right,Illinois St.
Buccaneers,Adam,Gettis,LG,72,66,74,83,78,66,65,25,40,30,6,6,6,6,25,25,75,71,35,82,10,77,87,84,10,12,10,10,10,10,75,44,35,33,41,21,12,15,12,10,6,55,10,12,6,6,75,315,6,705000,0,12/9/1988,Right,Iowa
Buccaneers,Alex,Cappa,RG,65,68,61,76,82,65,56,51,46,16,6,6,6,6,21,18,76,73,43,67,11,91,90,92,40,22,39,40,30,32,81,43,39,39,28,34,12,12,37,39,24,35,10,40,6,6,79,305,0,3383333,790000,1/27/1995,Right,Humboldt State
Buccaneers,Caleb,Benenoch,RG,77,67,73,84,78,68,70,25,33,25,6,6,6,6,22,21,72,73,33,77,10,86,83,75,30,21,18,27,16,22,73,25,15,39,29,20,13,15,15,25,8,37,10,40,6,6,77,305,2,2590000,250000,8/8/1994,Right,UCLA
Buccaneers,Ryan,Jensen,C,66,78,62,76,90,64,85,35,26,10,6,6,6,6,13,10,80,77,48,65,11,92,82,85,32,15,15,10,10,10,85,20,20,36,39,15,12,12,15,15,8,31,10,15,6,6,76,310,5,32000000,10000000,5/27/1991,Right,CSU-Pueblo
Buccaneers,Vinny,Curry,LE,97,83,81,88,81,82,83,29,40,28,6,6,6,6,15,24,45,45,77,86,10,90,82,83,35,11,39,44,40,39,80,74,85,84,84,83,22,29,15,15,9,81,18,15,6,6,75,279,6,19500000,3500000,6/30/1988,Right,Marshall
Buccaneers,William,Gholston,LE,92,75,73,82,77,73,81,39,46,35,6,6,6,6,30,30,45,45,82,76,10,87,75,77,54,24,38,52,45,35,84,74,57,75,80,81,24,54,15,10,5,87,50,20,6,6,78,281,5,23500000,4000000,7/31/1991,Right,Michigan St.
Buccaneers,Jason,Pierre-Paul,RE,90,84,79,85,85,83,82,29,37,33,6,6,6,6,22,21,45,45,91,85,10,93,92,70,25,40,35,10,64,26,78,61,80,76,81,82,44,59,25,15,9,88,24,20,6,6,77,278,8,40750000,20000000,1/1/1989,Right,USF
Buccaneers,Noah,Spence,RE,57,78,80,87,80,86,75,35,45,22,6,6,6,6,21,19,44,44,76,84,9,88,82,82,29,25,28,33,25,30,86,67,79,67,77,75,28,41,19,17,7,86,22,17,6,6,74,251,2,6000000,2500000,1/8/1994,Right,E. Kentucky
Buccaneers,Gerald,McCoy,DT,93,90,69,84,92,75,89,32,40,15,6,6,6,6,12,11,45,45,89,82,10,87,90,79,35,17,35,10,10,10,90,91,76,86,86,89,24,32,12,10,5,85,10,12,6,6,76,300,8,83000000,11500000,2/25/1988,Right,Oklahoma
Buccaneers,Mitch,Unrein,DT,98,80,73,84,84,63,86,27,40,23,6,6,6,6,13,12,45,45,80,60,10,88,77,84,10,16,10,10,10,10,87,75,56,85,82,86,23,25,15,15,9,66,11,15,6,6,76,299,8,7500000,3000000,3/25/1987,Right,Wyoming
Buccaneers,Vita,Vea,DT,50,79,69,81,97,73,62,26,29,24,16,20,16,13,15,16,52,45,81,70,10,93,82,97,68,42,55,53,43,60,91,79,61,83,83,62,23,29,18,24,17,89,22,15,10,13,77,344,0,14824550,8860000,2/5/1995,Right,Washington
Buccaneers,Beau,Allen,DT,91,75,60,73,88,57,81,32,40,13,6,6,6,6,23,11,60,53,82,76,10,93,72,88,20,15,10,10,10,10,81,79,60,75,79,81,20,24,15,15,8,74,10,15,6,6,75,327,4,9750000,4250000,11/14/1991,Right,Wisconsin
Buccaneers,Stevie,Tu'Ikolovatu,DT,96,72,64,79,93,67,57,27,23,22,6,6,6,6,18,13,45,45,81,66,9,88,77,96,47,25,30,38,22,33,86,73,57,77,78,57,20,29,17,20,11,81,17,16,6,6,73,320,1,2091000,90000,6/28/1991,Right,USC
Buccaneers,Kendell,Beckwith,LOLB,51,75,79,83,82,80,77,61,57,25,6,6,6,6,23,18,45,45,85,79,10,84,88,77,51,38,52,48,35,43,84,58,49,68,79,77,64,69,40,44,8,86,46,12,6,6,75,247,1,3181000,700000,12/2/1994,Right,LSU
Buccaneers,Adarius,Taylor,LOLB,53,72,86,86,78,80,74,55,55,25,6,6,6,6,22,21,45,45,79,82,15,89,82,76,49,32,42,42,45,55,67,64,57,70,77,74,54,65,35,45,8,75,49,15,6,6,73,230,4,790000,250000,9/21/1990,Right,FAU
Buccaneers,Lavonte,David,ROLB,54,95,86,90,77,87,92,77,60,15,6,6,6,6,14,12,45,45,93,88,10,97,97,89,26,25,35,39,25,35,88,58,64,88,95,92,74,85,15,15,8,86,55,25,6,6,73,233,6,50250000,5000000,1/23/1990,Right,Nebraska
Buccaneers,Cameron,Lynch,ROLB,52,66,79,85,81,75,59,59,37,25,6,6,6,6,20,20,45,45,76,85,10,89,89,86,41,37,29,34,24,31,74,54,69,69,75,59,58,68,48,41,20,72,41,25,6,6,72,229,3,705000,0,8/4/1993,Right,Syracuse
Buccaneers,Kwon,Alexander,MLB,58,81,87,90,79,84,88,68,50,27,6,6,6,6,20,20,45,45,81,86,15,84,88,84,50,35,39,41,55,60,83,64,55,71,84,88,70,78,35,30,8,86,57,15,6,6,73,227,3,2400000,400000,8/3/1994,Right,LSU
Buccaneers,Jack,Cichy,MLB,48,66,83,86,76,81,54,50,52,25,6,6,6,6,19,14,45,45,82,81,10,86,87,89,25,27,20,24,27,29,78,55,64,75,81,54,54,62,27,30,8,80,34,18,6,6,74,234,0,2560380,140000,5/5/1996,Right,Wisconsin
Buccaneers,Riley,Bullough,MLB,49,64,81,88,80,80,51,65,61,20,6,6,6,6,14,17,45,45,79,77,10,89,86,86,38,32,50,58,49,57,65,64,53,71,78,51,60,68,51,55,12,83,43,18,6,6,74,228,1,555000,0,11/23/1993,Right,Michigan St.
Buccaneers,Brent,Grimes,CB,24,87,87,90,59,91,93,78,71,30,6,6,6,6,25,25,35,35,59,93,65,89,92,70,25,48,80,15,72,77,55,25,42,46,64,93,86,87,82,36,28,47,88,15,6,6,70,185,11,3600000,3400000,7/19/1983,Right,Shippensburg
Buccaneers,Vernon,Hargreaves III,CB,28,77,90,91,67,94,69,75,70,27,6,6,6,6,18,17,14,10,66,90,76,88,91,83,29,81,73,33,71,82,49,35,41,50,70,69,79,77,61,55,17,54,81,27,6,6,70,205,2,14100000,8500000,6/3/1995,Right,Florida
Buccaneers,Ryan,Smith,CB,29,73,90,89,71,87,72,67,61,27,6,6,6,6,18,17,14,10,61,87,65,88,89,74,28,58,66,29,59,74,55,24,27,55,82,72,74,69,62,41,17,53,68,27,6,6,72,190,2,2880000,590000,9/7/1993,Right,NC Central
Buccaneers,M.J.,Stewart Jr,CB,36,72,88,89,66,87,58,65,63,25,6,6,6,6,10,11,35,35,67,84,76,93,92,86,36,65,63,37,63,74,58,32,40,53,76,58,82,75,63,63,16,75,85,20,6,6,72,200,0,5083174,1770000,9/16/1995,Right,North Carolina
Buccaneers,Carlton,Davis III,CB,33,72,88,89,61,81,67,63,65,26,6,6,6,6,19,15,35,35,60,82,40,89,92,88,29,58,56,27,58,67,52,24,35,51,69,67,78,73,61,59,15,57,79,23,6,6,73,203,0,4393158,1270000,12/31/1996,Right,Auburn
Buccaneers,De'Vante,Harris,CB,22,68,88,92,59,92,63,58,62,35,6,6,6,6,25,21,35,35,54,90,65,93,90,65,24,75,60,30,66,72,45,30,35,55,77,63,68,72,60,54,16,39,68,32,6,6,71,190,3,630000,0,6/30/1994,Right,Texas AM
Buccaneers,Chris,Conte,SS,23,73,86,85,65,79,82,65,60,25,10,10,10,10,20,20,35,35,63,83,10,93,85,77,49,45,25,35,55,60,64,47,50,42,65,82,66,73,68,45,12,71,77,12,10,10,74,203,7,2250000,120000,2/23/1989,Right,California
Buccaneers,Jordan,Whitehead,SS,31,68,86,88,67,81,58,67,65,24,6,6,6,6,13,11,35,45,71,82,40,84,92,80,48,68,79,50,68,76,58,30,36,52,70,58,67,75,63,50,48,79,68,35,6,6,71,190,0,3082274,660000,3/18/1997,Right,Pittsburgh
Buccaneers,Justin,Evans,FS,21,71,87,91,75,90,66,72,66,30,11,15,10,10,25,25,35,35,73,95,80,87,92,88,64,59,55,46,62,68,59,35,44,62,78,66,63,59,62,59,27,88,61,27,15,15,73,195,1,5213000,1930000,8/26/1995,Right,Texas AM
Buccaneers,Isaiah,Johnson,FS,39,65,81,86,69,82,56,64,58,25,6,6,6,6,15,14,35,35,75,76,53,90,87,82,53,62,64,49,58,67,59,35,44,64,76,56,61,71,62,62,16,86,61,18,6,6,72,209,2,555000,0,10/14/1992,Right,South Carolina
Buccaneers,Chandler,Catanzaro,K,7,77,74,71,54,63,57,40,45,29,30,35,30,25,95,83,15,15,28,65,10,93,82,59,10,15,25,15,20,25,20,15,20,25,32,25,15,20,12,10,10,13,10,12,20,20,75,200,4,8100000,1650000,2/26/1991,Right,Clemson
Buccaneers,Bryan,Anger,P,9,81,71,68,55,74,65,65,60,50,28,30,30,25,95,88,25,19,34,75,10,97,85,82,25,35,22,10,35,55,22,12,14,17,39,28,11,25,35,43,15,22,10,15,20,20,75,205,6,15500000,0,10/6/1988,Right,California
#Team = Cardinals Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Cardinals,Sam,Bradford,QB,9,79,65,66,51,67,81,32,57,90,83,88,81,80,15,12,13,12,28,62,10,78,95,84,24,37,59,28,50,55,13,10,10,22,14,26,13,31,12,10,10,12,10,12,86,80,76,224,8,17000000,3000000,11/8/1987,Right,Oklahoma
Cardinals,Josh,Rosen,QB,3,78,75,84,63,67,78,24,63,93,83,89,85,77,18,17,21,14,25,76,10,86,95,75,26,54,60,42,28,51,22,10,10,20,27,23,10,16,17,15,13,22,10,12,79,76,76,226,0,17598139,10870000,2/10/1997,Right,UCLA
Cardinals,Mike,Glennon,QB,7,72,69,75,59,54,72,25,61,93,78,82,77,75,22,21,20,20,30,65,10,93,90,85,34,20,42,45,30,32,21,10,10,23,21,18,10,16,12,10,10,15,10,12,69,75,78,225,5,3500000,2500000,12/12/1989,Right,N.C. State
Cardinals,David,Johnson,HB,31,93,92,91,81,93,95,78,85,25,20,25,20,15,20,17,40,46,25,91,83,87,95,90,89,93,95,91,83,94,40,15,15,12,35,15,10,15,72,74,73,15,15,69,10,10,73,224,3,2400000,600000,12/16/1991,Right,Northern Iowa
Cardinals,T.J.,Logan,HB,22,73,93,90,69,92,68,69,78,30,20,25,20,15,25,25,27,38,24,81,82,89,87,77,62,80,78,55,71,83,33,10,10,18,37,20,15,20,71,65,54,20,20,53,15,15,70,196,1,2557000,200000,9/3/1994,Right,North Carolina
Cardinals,Chase,Edmonds,HB,29,72,88,91,64,90,61,68,84,26,16,22,16,12,18,12,29,37,28,82,70,84,85,85,51,77,76,65,82,86,28,5,5,23,31,16,10,17,64,67,62,18,14,62,16,17,69,210,0,2995395,580000,4/13/1996,Right,Fordham
Cardinals,D.J.,Foster,HB,37,64,90,93,64,89,58,71,78,35,46,49,47,44,23,22,35,63,31,85,75,87,88,76,68,70,71,68,73,74,40,11,11,39,37,21,16,24,69,66,59,15,16,67,25,67,72,195,2,630000,0,11/22/1993,Right,Arizona St.
Cardinals,Derrick,Coleman,FB,48,63,87,86,70,77,69,59,83,25,15,20,15,10,25,24,59,50,48,85,60,87,86,85,80,60,76,70,75,74,46,10,10,45,42,13,12,15,55,56,42,60,40,55,10,10,72,233,5,790000,0,10/18/1990,Right,UCLA
Cardinals,Larry,Fitzgerald,WR,11,89,83,88,78,85,99,95,72,26,10,15,10,6,18,19,65,40,30,96,25,94,98,97,69,65,92,78,79,82,68,10,10,40,42,30,18,14,95,95,86,12,10,86,6,10,75,218,14,22000000,5000000,8/31/1983,Right,Pittsburgh
Cardinals,J.J.,Nelson,WR,14,74,96,94,40,92,60,83,68,28,25,29,25,21,21,20,44,27,24,88,77,81,88,65,29,80,86,36,80,90,45,10,10,30,24,27,19,25,79,79,79,15,15,63,15,15,70,160,3,2000000,360000,4/24/1992,Right,UAB
Cardinals,Chad,Williams,WR,10,73,90,89,76,85,72,84,71,42,28,33,28,24,31,30,48,47,29,85,70,88,89,81,69,73,79,68,72,79,52,10,10,31,37,24,15,25,84,82,73,33,40,72,24,36,73,204,1,3186000,700000,10/19/1994,Right,Grambling St.
Cardinals,Christian,Kirk,WR,13,73,91,92,65,90,63,82,70,37,20,25,20,15,18,14,52,34,30,85,84,91,95,91,46,85,84,76,80,88,43,10,10,23,33,20,15,19,81,77,79,24,17,64,10,20,71,200,0,5894950,2360000,11/18/1996,Right,Texas AM
Cardinals,Trent,Sherfield,WR,16,64,91,90,54,87,49,81,71,48,35,40,36,29,19,11,41,40,48,79,60,90,90,68,42,72,75,47,70,80,42,10,10,35,48,18,30,44,76,75,69,43,27,62,31,37,73,205,0,1710000,0,2/26/1996,Left,Vanderbilt
Cardinals,Jermaine,Gresham,TE,84,82,80,87,76,81,80,86,69,29,10,15,10,6,22,12,75,54,45,87,10,84,88,95,81,67,84,77,77,81,58,10,10,55,45,16,15,17,78,81,69,12,10,77,6,10,77,260,8,20250000,7000000,6/16/1988,Right,Oklahoma
Cardinals,Ricky,Seals-Jones,TE,86,75,83,88,68,79,70,81,75,27,10,15,10,6,19,19,56,56,36,70,50,85,88,79,62,57,77,66,61,78,53,10,10,30,38,17,24,32,81,76,70,29,18,66,6,10,77,243,1,555000,0,3/15/1995,Right,Texas AM
Cardinals,Gabe,Holmes,TE,85,64,76,85,73,81,41,76,68,25,10,15,10,6,15,19,61,49,40,91,11,82,86,72,73,61,56,67,76,77,54,10,10,52,35,21,10,24,83,72,54,38,10,72,6,10,77,255,3,630000,0,3/29/1991,Right,Purdue
Cardinals,Aaron,Brewer,TE,46,44,71,84,68,65,67,55,50,14,6,6,6,6,13,13,53,57,55,73,10,92,84,69,50,35,39,55,40,35,68,50,35,58,60,35,30,35,40,45,42,52,25,12,6,6,77,232,6,3850000,270000,7/5/1990,Right,San Diego St.
Cardinals,D.J.,Humphries,LT,74,76,68,77,88,73,72,35,40,10,6,6,6,6,13,6,86,73,45,80,10,82,92,87,21,10,15,10,10,10,85,10,10,35,32,25,18,12,12,10,6,25,10,12,6,6,77,307,3,11075288,1180000,12/28/1993,Right,Florida
Cardinals,John,Wetzel,LT,73,65,57,75,86,58,70,30,27,29,9,11,10,7,27,15,74,68,31,70,10,84,85,79,30,17,29,27,15,21,78,40,30,32,45,21,11,11,24,20,9,41,10,14,5,5,79,328,4,630000,0,7/18/1991,Right,Boston College
Cardinals,Andre,Smith,RT,71,73,59,77,95,55,67,23,40,16,6,6,6,6,14,29,79,73,14,25,10,86,80,90,10,18,10,10,10,10,80,10,10,14,23,24,16,12,15,15,8,20,10,15,6,6,76,330,9,5383000,2580000,1/25/1987,Right,Alabama
